Version checked: updated 
Download setup initialized...
newcards.ydk downloaded from repository 
Download setup done. Downloading newcards.ydk...
2483611 downloaded [9980/11672]
94042337 downloaded [9946/11672]
19737320 downloaded [9841/11672]
86088138 downloaded [9837/11672]
18108166 downloaded [9870/11672]
95788410 downloaded [9714/11672]
10315429 downloaded [10071/11672]
10202894 downloaded [9944/11672]
13429800 downloaded [9942/11672]
4035199 downloaded [9858/11672]
24611934 downloaded [9932/11672]
63308047 downloaded [10043/11672]
77998771 downloaded [9796/11672]
98506199 downloaded [9569/11672]
17192817 downloaded [9861/11672]
549481 downloaded [10091/11672]
69572024 downloaded [9966/11672]
73081602 downloaded [9857/11672]
62113340 downloaded [10000/11672]
98502115 downloaded [9568/11672]
20315854 downloaded [10063/11672]
68049471 downloaded [9964/11672]
1184620 downloaded [9952/11672]
35052053 downloaded [9878/11672]
71280811 downloaded [9962/11672]
23659124 downloaded [9765/11672]
76908448 downloaded [9734/11672]
36904469 downloaded [9815/11672]
98719226 downloaded [9589/11672]
87979586 downloaded [9877/11672]
68401546 downloaded [9972/11672]
81618817 downloaded [10020/11672]
65570596 downloaded [9986/11672]
36304921 downloaded [9982/11672]
15025844 downloaded [10083/11672]
98707192 downloaded [9588/11672]
79182538 downloaded [9881/11672]
32269855 downloaded [10111/11672]
92125819 downloaded [9890/11672]
23115241 downloaded [9898/11672]
97023549 downloaded [9984/11672]
89943724 downloaded [9733/11672]
49587396 downloaded [9816/11672]
85326399 downloaded [9835/11672]
89386122 downloaded [9754/11672]
98927491 downloaded [9609/11672]
38445524 downloaded [9897/11672]
49218300 downloaded [9992/11672]
47060154 downloaded [10002/11672]
97590747 downloaded [9901/11672]
51934376 downloaded [9910/11672]
47879985 downloaded [9918/11672]
62514770 downloaded [9785/11672]
64428736 downloaded [10006/11672]
91712985 downloaded [8839/11672]
86569121 downloaded [10004/11672]
17658803 downloaded [9753/11672]
64271667 downloaded [9774/11672]
84620194 downloaded [9917/11672]
5818798 downloaded [10012/11672]
18180762 downloaded [10040/11672]
77827521 downloaded [10022/11672]
22916281 downloaded [10103/11672]
99092624 downloaded [9629/11672]
98918572 downloaded [9608/11672]
56369281 downloaded [9921/11672]
69750536 downloaded [10026/11672]
20721928 downloaded [9930/11672]
20848593 downloaded [10131/11672]
42599677 downloaded [9794/11672]
29402771 downloaded [9836/11672]
31122090 downloaded [9773/11672]
11714098 downloaded [9855/11672]
53375573 downloaded [10123/11672]
2863439 downloaded [10060/11672]
81563416 downloaded [9938/11672]
95265975 downloaded [9937/11672]
53829412 downloaded [10032/11672]
47319141 downloaded [9805/11672]
99075257 downloaded [9628/11672]
5265750 downloaded [9941/11672]
62403074 downloaded [10042/11672]
55014050 downloaded [10024/11672]
20624263 downloaded [9814/11672]
66989694 downloaded [9793/11672]
732302 downloaded [10080/11672]
83764996 downloaded [9950/11672]
46474915 downloaded [9958/11672]
91907707 downloaded [8859/11672]
9929398 downloaded [9649/11672]
28546905 downloaded [9856/11672]
40196604 downloaded [10151/11672]
55998462 downloaded [9825/11672]
42625254 downloaded [10143/11672]
88979991 downloaded [10052/11672]
77542832 downloaded [9875/11672]
99284890 downloaded [9648/11672]
41949033 downloaded [10044/11672]
7225792 downloaded [9961/11672]
68870276 downloaded [9957/11672]
52367652 downloaded [10046/11672]
99523325 downloaded [9669/11672]
84696266 downloaded [10100/11672]
30655537 downloaded [9978/11672]
71746462 downloaded [10062/11672]
93108297 downloaded [10171/11672]
42071342 downloaded [9895/11672]
15303296 downloaded [10163/11672]
9952083 downloaded [9668/11672]
38116136 downloaded [9834/11672]
92223641 downloaded [8887/11672]
84990171 downloaded [9981/11672]
22855882 downloaded [9970/11672]
75559356 downloaded [9977/11672]
73911410 downloaded [9845/11672]
2118022 downloaded [9998/11672]
11091375 downloaded [9876/11672]
33621868 downloaded [9813/11672]
75376965 downloaded [10120/11672]
99724761 downloaded [9688/11672]
9212051 downloaded [8879/11672]
17535588 downloaded [10082/11672]
10476868 downloaded [10072/11672]
73051941 downloaded [9854/11672]
36119641 downloaded [9915/11672]
1784619 downloaded [9997/11672]
76512652 downloaded [10064/11672]
58314394 downloaded [10001/11672]
3606209 downloaded [10066/11672]
3170832 downloaded [9990/11672]
67284908 downloaded [9865/11672]
23032273 downloaded [10191/11672]
71407486 downloaded [10018/11672]
62651957 downloaded [9896/11672]
54844990 downloaded [10183/11672]
67105242 downloaded [10092/11672]
99733359 downloaded [9689/11672]
74093656 downloaded [10102/11672]
85448931 downloaded [10021/11672]
46821314 downloaded [10084/11672]
84327329 downloaded [10086/11672]
92435533 downloaded [8907/11672]
21263083 downloaded [10010/11672]
9236985 downloaded [8899/11672]
84754430 downloaded [9874/11672]
37265642 downloaded [9885/11672]
61454890 downloaded [10211/11672]
50930991 downloaded [9916/11672]
78423643 downloaded [10038/11672]
82065276 downloaded [10112/11672]
99940363 downloaded [9708/11672]
45042329 downloaded [10041/11672]
69669405 downloaded [10017/11672]
66672569 downloaded [10104/11672]
53713014 downloaded [9935/11672]
48531733 downloaded [10140/11672]
32541773 downloaded [10030/11672]
99946920 downloaded [9709/11672]
9267769 downloaded [8927/11672]
49417509 downloaded [10122/11672]
11321183 downloaded [9894/11672]
30532390 downloaded [9905/11672]
15820147 downloaded [10203/11672]
10262698 downloaded [10061/11672]
4042268 downloaded [10058/11672]
24311372 downloaded [9728/11672]
68505803 downloaded [10106/11672]
92595545 downloaded [8919/11672]
6740720 downloaded [9729/11672]
94119974 downloaded [9936/11672]
58932615 downloaded [10124/11672]
75499502 downloaded [10050/11672]
5053103 downloaded [9914/11672]
34290067 downloaded [10142/11672]
41403766 downloaded [10132/11672]
49258578 downloaded [10231/11672]
34743446 downloaded [10081/11672]
38035986 downloaded [10160/11672]
33064647 downloaded [10223/11672]
55210709 downloaded [9955/11672]
88819587 downloaded [10126/11672]
54620698 downloaded [9925/11672]
76812113 downloaded [9956/11672]
37313348 downloaded [10070/11672]
70781052 downloaded [9748/11672]
41396436 downloaded [9934/11672]
77456781 downloaded [10037/11672]
92781606 downloaded [8939/11672]
 downloaded [9833/11672]
42431843 downloaded [10162/11672]
28450915 downloaded [10078/11672]
60246171 downloaded [10251/11672]
96005454 downloaded [10101/11672]
92868896 downloaded [8947/11672]
91152256 downloaded [9975/11672]
16353197 downloaded [10180/11672]
86325596 downloaded [9945/11672]
3573512 downloaded [10243/11672]
40200834 downloaded [10090/11672]
66836598 downloaded [10144/11672]
41422426 downloaded [10152/11672]
87151205 downloaded [9749/11672]
87796900 downloaded [9976/11672]
39239728 downloaded [9768/11672]
39004808 downloaded [10182/11672]
78402798 downloaded [10057/11672]
34690519 downloaded [9853/11672]
84794011 downloaded [10146/11672]
40374923 downloaded [10121/11672]
93346024 downloaded [9965/11672]
23635815 downloaded [10098/11672]
2906250 downloaded [9954/11672]
52550973 downloaded [10263/11672]
93553943 downloaded [10271/11672]
13676474 downloaded [9995/11672]
90908427 downloaded [9769/11672]
3134241 downloaded [9996/11672]
27324313 downloaded [10164/11672]
78060096 downloaded [9788/11672]
93014827 downloaded [8967/11672]
92933195 downloaded [8959/11672]
65623423 downloaded [10110/11672]
73216412 downloaded [9985/11672]
97360116 downloaded [10166/11672]
99510761 downloaded [9974/11672]
63432835 downloaded [10200/11672]
82085619 downloaded [10015/11672]
15507080 downloaded [10291/11672]
92391084 downloaded [10077/11672]
48109103 downloaded [10118/11672]
70924884 downloaded [10172/11672]
14708569 downloaded [10202/11672]
93191801 downloaded [8987/11672]
89494469 downloaded [10016/11672]
8783685 downloaded [10283/11672]
10859908 downloaded [10141/11672]
67724379 downloaded [10005/11672]
31477025 downloaded [9789/11672]
58696829 downloaded [10130/11672]
87564352 downloaded [9994/11672]
81823360 downloaded [9873/11672]
56283725 downloaded [10220/11672]
88643173 downloaded [10184/11672]
45121025 downloaded [10035/11672]
12883044 downloaded [10311/11672]
72842870 downloaded [10036/11672]
38916461 downloaded [10192/11672]
20831168 downloaded [10138/11672]
41218256 downloaded [10161/11672]
76634149 downloaded [9808/11672]
60802233 downloaded [10025/11672]
93377803 downloaded [9007/11672]
35282433 downloaded [10186/11672]
27126980 downloaded [10097/11672]
12143771 downloaded [10303/11672]
7459013 downloaded [9893/11672]
81057959 downloaded [10014/11672]
93124273 downloaded [8979/11672]
21844576 downloaded [10150/11672]
34442949 downloaded [10204/11672]
31242786 downloaded [10055/11672]
2830619 downloaded [10331/11672]
62193699 downloaded [10222/11672]
5628232 downloaded [10045/11672]
15023985 downloaded [9828/11672]
93542102 downloaded [9027/11672]
45945685 downloaded [10206/11672]
15367030 downloaded [10034/11672]
75646173 downloaded [10212/11672]
68928540 downloaded [10056/11672]
40155554 downloaded [9809/11672]
49370026 downloaded [10240/11672]
24194033 downloaded [10181/11672]
96643568 downloaded [10158/11672]
53153481 downloaded [10224/11672]
78861134 downloaded [9913/11672]
46247516 downloaded [10117/11672]
44287299 downloaded [10065/11672]
4920010 downloaded [10260/11672]
10992251 downloaded [10054/11672]
89272878 downloaded [10076/11672]
98582704 downloaded [10242/11672]
68846917 downloaded [10201/11672]
62793020 downloaded [10323/11672]
38289717 downloaded [9933/11672]
17358176 downloaded [10137/11672]
42418084 downloaded [9848/11672]
81492226 downloaded [10351/11672]
6367785 downloaded [10170/11672]
80770678 downloaded [10085/11672]
92731455 downloaded [10244/11672]
93730230 downloaded [9047/11672]
36151751 downloaded [10075/11672]
81686058 downloaded [9829/11672]
93302695 downloaded [8999/11672]
15734813 downloaded [10096/11672]
26566878 downloaded [10262/11672]
84103702 downloaded [10232/11672]
58538870 downloaded [10343/11672]
55550921 downloaded [10226/11672]
20277860 downloaded [10105/11672]
2957055 downloaded [10178/11672]
4148264 downloaded [9868/11672]
89959682 downloaded [10264/11672]
29802344 downloaded [10074/11672]
24348204 downloaded [10280/11672]
22499463 downloaded [10095/11672]
33178416 downloaded [9849/11672]
84686841 downloaded [10157/11672]
3557275 downloaded [10371/11672]
57935140 downloaded [10221/11672]
93912845 downloaded [9067/11672]
43500484 downloaded [10116/11672]
93451636 downloaded [9019/11672]
44519536 downloaded [10363/11672]
52121290 downloaded [10246/11672]
46864967 downloaded [9953/11672]
90357090 downloaded [10125/11672]
7359741 downloaded [9888/11672]
78556320 downloaded [10190/11672]
60606759 downloaded [10094/11672]
38942059 downloaded [10115/11672]
63515678 downloaded [10282/11672]
32295838 downloaded [10252/11672]
22910685 downloaded [10241/11672]
40826495 downloaded [10177/11672]
14575467 downloaded [9869/11672]
46718686 downloaded [10300/11672]
43230671 downloaded [9973/11672]
9159938 downloaded [10210/11672]
39256679 downloaded [9908/11672]
15150371 downloaded [10284/11672]
17511156 downloaded [10198/11672]
9197735 downloaded [10136/11672]
2468169 downloaded [10135/11672]
41061625 downloaded [10266/11672]
8715625 downloaded [10320/11672]
5464695 downloaded [9889/11672]
10000001 downloaded [10391/11672]
17115745 downloaded [10114/11672]
5434080 downloaded [9993/11672]
93665266 downloaded [9039/11672]
94096616 downloaded [9087/11672]
2311603 downloaded [9928/11672]
67841515 downloaded [10145/11672]
85309439 downloaded [10155/11672]
59438931 downloaded [10383/11672]
9430387 downloaded [10302/11672]
53293545 downloaded [10286/11672]
75953262 downloaded [9909/11672]
15042735 downloaded [10261/11672]
8944575 downloaded [10230/11672]
79335209 downloaded [10340/11672]
49791927 downloaded [10013/11672]
1761063 downloaded [10134/11672]
93788854 downloaded [10272/11672]
55337339 downloaded [10197/11672]
47695416 downloaded [10304/11672]
11549357 downloaded [9948/11672]
17733394 downloaded [10156/11672]
62210247 downloaded [10218/11672]
46534755 downloaded [9929/11672]
93854893 downloaded [9059/11672]
39552864 downloaded [10322/11672]
80825553 downloaded [10360/11672]
56342351 downloaded [10165/11672]
8471389 downloaded [10033/11672]
44430454 downloaded [10250/11672]
22026707 downloaded [10306/11672]
67049542 downloaded [10154/11672]
46986417 downloaded [10411/11672]
90963488 downloaded [10217/11672]
36121917 downloaded [10238/11672]
34460851 downloaded [10176/11672]
84285623 downloaded [10324/11672]
76446915 downloaded [9968/11672]
94230224 downloaded [9107/11672]
25652259 downloaded [9949/11672]
34320307 downloaded [10175/11672]
98818516 downloaded [10053/11672]
10000012 downloaded [10403/11672]
39175982 downloaded [10281/11672]
94046012 downloaded [9079/11672]
53581214 downloaded [10292/11672]
71950093 downloaded [10174/11672]
3732747 downloaded [10185/11672]
98456117 downloaded [10196/11672]
487395 downloaded [10344/11672]
96967123 downloaded [10258/11672]
94425169 downloaded [9127/11672]
63545455 downloaded [10326/11672]
29692206 downloaded [10195/11672]
86652646 downloaded [9969/11672]
66927994 downloaded [9988/11672]
6368039 downloaded [10380/11672]
17238333 downloaded [10312/11672]
88435542 downloaded [10270/11672]
75356564 downloaded [10301/11672]
40575313 downloaded [10342/11672]
6297941 downloaded [10194/11672]
9418534 downloaded [9099/11672]
18710707 downloaded [10215/11672]
70903634 downloaded [10364/11672]
38033126 downloaded [10431/11672]
64501875 downloaded [9989/11672]
21817254 downloaded [10278/11672]
41762634 downloaded [10008/11672]
99171160 downloaded [10346/11672]
89558090 downloaded [10237/11672]
36821538 downloaded [10073/11672]
94365540 downloaded [9119/11672]
63125616 downloaded [10216/11672]
55567161 downloaded [10332/11672]
92944626 downloaded [10290/11672]
94626871 downloaded [9147/11672]
85705804 downloaded [10214/11672]
37160778 downloaded [10205/11672]
61201220 downloaded [10298/11672]
29491031 downloaded [10009/11672]
34100324 downloaded [10321/11672]
13179332 downloaded [10366/11672]
62327910 downloaded [10093/11672]
14851496 downloaded [10028/11672]
94566432 downloaded [9139/11672]
62015409 downloaded [10384/11672]
91654806 downloaded [10451/11672]
84013238 downloaded [10423/11672]
70781054 downloaded [10400/11672]
8124921 downloaded [10362/11672]
7670542 downloaded [10235/11672]
42591472 downloaded [10257/11672]
53776525 downloaded [10352/11672]
94784213 downloaded [9167/11672]
33112041 downloaded [10341/11672]
32452818 downloaded [10029/11672]
37243151 downloaded [10310/11672]
57405307 downloaded [10048/11672]
32864 downloaded [10113/11672]
4931562 downloaded [10236/11672]
756652 downloaded [10256/11672]
98898173 downloaded [10318/11672]
98075147 downloaded [10225/11672]
6400512 downloaded [10277/11672]
11066358 downloaded [10255/11672]
89987208 downloaded [10133/11672]
20541432 downloaded [10068/11672]
58363151 downloaded [10471/11672]
73642297 downloaded [10382/11672]
31122091 downloaded [10386/11672]
7902349 downloaded [10361/11672]
72269672 downloaded [10049/11672]
75889523 downloaded [10330/11672]
5043012 downloaded [10420/11672]
49791928 downloaded [10404/11672]
94693857 downloaded [9159/11672]
76211194 downloaded [10276/11672]
100272106 downloaded [10372/11672]
12482652 downloaded [10338/11672]
86421986 downloaded [10234/11672]
92421852 downloaded [10245/11672]
89631146 downloaded [10443/11672]
15401633 downloaded [10275/11672]
10071456 downloaded [10088/11672]
43905751 downloaded [10297/11672]
48094997 downloaded [10069/11672]
94977269 downloaded [9187/11672]
62671448 downloaded [10153/11672]
27288416 downloaded [10358/11672]
92667214 downloaded [10254/11672]
94905343 downloaded [9179/11672]
10000011 downloaded [10402/11672]
13039848 downloaded [10108/11672]
14181608 downloaded [10265/11672]
89091579 downloaded [10317/11672]
31987274 downloaded [10089/11672]
69140099 downloaded [10381/11672]
14898067 downloaded [10406/11672]
99030164 downloaded [10274/11672]
89631143 downloaded [10440/11672]
34536276 downloaded [10296/11672]
53830602 downloaded [10350/11672]
95096437 downloaded [9199/11672]
3985011 downloaded [10295/11672]
69680031 downloaded [10463/11672]
10000002 downloaded [10392/11672]
21844577 downloaded [10378/11672]
15510988 downloaded [10285/11672]
25882881 downloaded [10173/11672]
42348802 downloaded [10109/11672]
99645428 downloaded [10128/11672]
95192919 downloaded [9207/11672]
41463182 downloaded [10424/11672]
57308711 downloaded [10370/11672]
18859369 downloaded [10491/11672]
95511642 downloaded [10337/11672]
8508055 downloaded [10129/11672]
47372349 downloaded [10148/11672]
95308449 downloaded [9227/11672]
78437365 downloaded [10422/11672]
38033125 downloaded [10412/11672]
68963107 downloaded [10294/11672]
70781055 downloaded [10401/11672]
77581312 downloaded [10316/11672]
59983499 downloaded [10357/11672]
9523599 downloaded [9219/11672]
69992868 downloaded [10193/11672]
32012842 downloaded [10390/11672]
64154377 downloaded [10315/11672]
39987731 downloaded [10444/11672]
10000022 downloaded [10398/11672]
85936485 downloaded [10168/11672]
44508095 downloaded [10426/11672]
52800428 downloaded [10305/11672]
95474755 downloaded [9247/11672]
29948642 downloaded [10314/11672]
42052439 downloaded [10511/11672]
61089209 downloaded [10460/11672]
95443805 downloaded [9239/11672]
68881650 downloaded [10483/11672]
67532912 downloaded [10213/11672]
8058240 downloaded [10149/11672]
20129614 downloaded [10336/11672]
89631145 downloaded [10442/11672]
95621257 downloaded [9267/11672]
74677423 downloaded [10432/11672]
60589682 downloaded [10188/11672]
95526884 downloaded [9259/11672]
55878039 downloaded [10377/11672]
66602787 downloaded [10233/11672]
91598270 downloaded [10531/11672]
11012154 downloaded [10335/11672]
45231178 downloaded [10421/11672]
65471349 downloaded [10446/11672]
58192742 downloaded [10356/11672]
46986416 downloaded [10410/11672]
83464209 downloaded [10208/11672]
1861630 downloaded [10418/11672]
95744531 downloaded [9279/11672]
47021196 downloaded [10464/11672]
68258355 downloaded [10503/11672]
26976414 downloaded [10253/11672]
46457856 downloaded [10325/11672]
54112932 downloaded [10334/11672]
99666430 downloaded [10452/11672]
16246527 downloaded [10169/11672]
32274490 downloaded [10355/11672]
95816395 downloaded [9287/11672]
95956346 downloaded [9299/11672]
12057781 downloaded [10345/11672]
91998121 downloaded [10430/11672]
33318980 downloaded [10462/11672]
31764354 downloaded [10480/11672]
10000021 downloaded [10397/11672]
9603356 downloaded [9307/11672]
77568553 downloaded [10189/11672]
89631144 downloaded [10441/11672]
27094595 downloaded [10228/11672]
91152258 downloaded [10376/11672]
96162588 downloaded [9319/11672]
82243738 downloaded [10551/11672]
69380702 downloaded [10365/11672]
74677426 downloaded [10438/11672]
72076281 downloaded [10354/11672]
94412545 downloaded [10273/11672]
9622164 downloaded [9327/11672]
91152257 downloaded [10375/11672]
101105023 downloaded [10472/11672]
65953423 downloaded [10484/11672]
88264978 downloaded [10396/11672]
83965311 downloaded [10466/11672]
68638985 downloaded [10293/11672]
16195943 downloaded [10417/11672]
80681226 downloaded [10450/11672]
94145022 downloaded [10523/11672]
6103114 downloaded [10209/11672]
4918855 downloaded [10571/11672]
9482987 downloaded [10500/11672]
96345188 downloaded [9339/11672]
40542826 downloaded [10482/11672]
18558867 downloaded [10461/11672]
11793047 downloaded [10248/11672]
18319762 downloaded [10492/11672]
14558128 downloaded [10374/11672]
96385345 downloaded [9347/11672]
96501677 downloaded [9359/11672]
24433921 downloaded [10395/11672]
32569498 downloaded [10313/11672]
60643554 downloaded [10385/11672]
10443958 downloaded [10416/11672]
4647954 downloaded [10502/11672]
9505425 downloaded [10486/11672]
46986420 downloaded [10437/11672]
22073844 downloaded [10458/11672]
80600490 downloaded [10268/11672]
39468724 downloaded [10512/11672]
97843505 downloaded [10229/11672]
72554862 downloaded [10470/11672]
4280259 downloaded [10591/11672]
82044280 downloaded [10415/11672]
36211150 downloaded [10333/11672]
88544390 downloaded [10504/11672]
20246864 downloaded [10520/11672]
20060230 downloaded [10249/11672]
96594609 downloaded [9367/11672]
78642798 downloaded [10522/11672]
96700602 downloaded [9379/11672]
59228631 downloaded [10543/11672]
27520594 downloaded [10457/11672]
10802916 downloaded [10405/11672]
46986419 downloaded [10436/11672]
31887906 downloaded [10481/11672]
83286340 downloaded [10490/11672]
16178683 downloaded [10394/11672]
77603950 downloaded [10288/11672]
94675535 downloaded [10456/11672]
13193642 downloaded [10353/11672]
38412161 downloaded [10478/11672]
46986418 downloaded [10435/11672]
4837861 downloaded [10611/11672]
83678433 downloaded [10269/11672]
23401840 downloaded [10540/11672]
9677699 downloaded [9387/11672]
96851799 downloaded [10308/11672]
25538345 downloaded [10506/11672]
53871273 downloaded [10532/11672]
96914272 downloaded [9399/11672]
26914168 downloaded [10542/11672]
31833039 downloaded [10414/11672]
27125110 downloaded [10373/11672]
40352445 downloaded [10524/11672]
81344070 downloaded [10563/11672]
59053232 downloaded [10328/11672]
19771459 downloaded [10477/11672]
97151365 downloaded [9419/11672]
63288574 downloaded [10425/11672]
95953557 downloaded [10510/11672]
55349375 downloaded [10562/11672]
82742611 downloaded [10289/11672]
72717433 downloaded [10455/11672]
97383507 downloaded [9439/11672]
58346901 downloaded [10501/11672]
52296675 downloaded [10476/11672]
96352326 downloaded [10498/11672]
97000273 downloaded [9407/11672]
57630503 downloaded [10560/11672]
60303688 downloaded [10497/11672]
101105031 downloaded [10552/11672]
97567736 downloaded [9459/11672]
74677425 downloaded [10434/11672]
18914778 downloaded [10348/11672]
56818977 downloaded [10631/11672]
35960413 downloaded [10530/11672]
97973387 downloaded [10309/11672]
16178682 downloaded [10393/11672]
84851250 downloaded [10475/11672]
72171665 downloaded [10518/11672]
9720537 downloaded [9427/11672]
65398390 downloaded [10583/11672]
44190146 downloaded [10521/11672]
91870448 downloaded [10445/11672]
55289183 downloaded [10544/11672]
18168997 downloaded [10526/11672]
7892180 downloaded [10329/11672]
72498838 downloaded [10517/11672]
86498013 downloaded [10368/11672]
18106132 downloaded [10454/11672]
97697678 downloaded [9479/11672]
36099130 downloaded [10496/11672]
64806765 downloaded [10572/11672]
40251688 downloaded [10582/11672]
77656797 downloaded [10580/11672]
92610868 downloaded [10550/11672]
21239280 downloaded [10349/11672]
74148483 downloaded [10564/11672]
90590304 downloaded [10603/11672]
28115467 downloaded [10546/11672]
21351206 downloaded [10495/11672]
54100561 downloaded [10537/11672]
15079028 downloaded [10541/11672]
87322378 downloaded [10388/11672]
9744376 downloaded [9447/11672]
83682209 downloaded [10651/11672]
6150045 downloaded [10413/11672]
13694209 downloaded [10465/11672]
82773292 downloaded [10538/11672]
38904695 downloaded [10600/11672]
97623219 downloaded [9467/11672]
97922283 downloaded [9499/11672]
45674286 downloaded [10623/11672]
75402014 downloaded [10584/11672]
24154052 downloaded [10369/11672]
82434071 downloaded [10570/11672]
100275101 downloaded [10602/11672]
62941499 downloaded [10671/11672]
81825063 downloaded [10474/11672]
5130393 downloaded [10516/11672]
89631141 downloaded [10408/11672]
60110982 downloaded [10592/11672]
64335805 downloaded [10389/11672]
15792576 downloaded [10557/11672]
86120752 downloaded [10515/11672]
74677424 downloaded [10433/11672]
97803170 downloaded [9487/11672]
91642007 downloaded [10561/11672]
101105020 downloaded [10620/11672]
96891787 downloaded [10485/11672]
98126725 downloaded [9519/11672]
43739056 downloaded [10566/11672]
20366275 downloaded [10590/11672]
5846183 downloaded [10643/11672]
9798352 downloaded [10558/11672]
98127546 downloaded [10604/11672]
43218406 downloaded [10612/11672]
94977270 downloaded [10577/11672]
32448766 downloaded [10428/11672]
46986415 downloaded [10409/11672]
20424878 downloaded [10622/11672]
97997309 downloaded [9507/11672]
36346532 downloaded [10691/11672]
98280324 downloaded [9539/11672]
27036706 downloaded [10535/11672]
74677427 downloaded [10453/11672]
50354944 downloaded [10494/11672]
82896870 downloaded [10536/11672]
11759079 downloaded [10505/11672]
98444741 downloaded [9559/11672]
6128460 downloaded [10610/11672]
80839052 downloaded [10663/11672]
26273196 downloaded [10578/11672]
74689476 downloaded [10586/11672]
18832779 downloaded [10597/11672]
101105017 downloaded [10632/11672]
81951640 downloaded [10640/11672]
101105103 downloaded [10624/11672]
91998120 downloaded [10429/11672]
12018201 downloaded [10581/11672]
27911550 downloaded [10711/11672]
98162021 downloaded [9527/11672]
37042505 downloaded [10448/11672]
8454126 downloaded [10525/11672]
46169154 downloaded [10473/11672]
62098216 downloaded [10556/11672]
92079625 downloaded [10555/11672]
101105015 downloaded [10642/11672]
98630720 downloaded [9579/11672]
90788081 downloaded [10731/11672]
44308317 downloaded [10514/11672]
45420955 downloaded [10598/11672]
67436768 downloaded [10630/11672]
100275102 downloaded [10601/11672]
95679145 downloaded [10468/11672]
30303854 downloaded [10660/11672]
98371278 downloaded [9547/11672]
30118200 downloaded [10683/11672]
60237530 downloaded [10576/11672]
36609518 downloaded [10606/11672]
43175027 downloaded [10652/11672]
23147658 downloaded [10662/11672]
46809548 downloaded [10617/11672]
38265153 downloaded [10449/11672]
41830887 downloaded [10644/11672]
98850929 downloaded [9599/11672]
101105027 downloaded [10545/11672]
31525442 downloaded [10534/11672]
98502114 downloaded [9567/11672]
32986898 downloaded [10680/11672]
82913020 downloaded [10493/11672]
284224 downloaded [10575/11672]
17170970 downloaded [10751/11672]
60037599 downloaded [10637/11672]
65479980 downloaded [10618/11672]
66675911 downloaded [10621/11672]
34130561 downloaded [10469/11672]
49964567 downloaded [10703/11672]
3715284 downloaded [10626/11672]
15771991 downloaded [10650/11672]
53535814 downloaded [10488/11672]
92770064 downloaded [10771/11672]
98700941 downloaded [9587/11672]
96026108 downloaded [10638/11672]
35877582 downloaded [10596/11672]
36187051 downloaded [10664/11672]
48144778 downloaded [10565/11672]
77102944 downloaded [10682/11672]
39317553 downloaded [10672/11672]
78778375 downloaded [10595/11672]
51933043 downloaded [10700/11672]
78447174 downloaded [10641/11672]
99000151 downloaded [9619/11672]
17679043 downloaded [10657/11672]
16001119 downloaded [10554/11672]
22180094 downloaded [10508/11672]
69815951 downloaded [10646/11672]
90448279 downloaded [10670/11672]
33296432 downloaded [10513/11672]
98905 downloaded [9607/11672]
17063599 downloaded [10723/11672]
40044919 downloaded [10489/11672]
89707961 downloaded [10661/11672]
57523313 downloaded [10791/11672]
94141712 downloaded [10720/11672]
54257392 downloaded [10658/11672]
3507053 downloaded [10684/11672]
49407319 downloaded [10692/11672]
99188141 downloaded [9639/11672]
28781003 downloaded [10585/11672]
83203672 downloaded [10615/11672]
61307543 downloaded [10690/11672]
87742943 downloaded [10616/11672]
44451698 downloaded [10702/11672]
54387923 downloaded [10528/11672]
13735899 downloaded [10574/11672]
99414168 downloaded [9659/11672]
99070951 downloaded [9627/11672]
15232745 downloaded [10677/11672]
34695290 downloaded [10743/11672]
84778110 downloaded [10666/11672]
23220533 downloaded [10533/11672]
42230449 downloaded [10678/11672]
78225596 downloaded [10681/11672]
33543890 downloaded [10636/11672]
33750025 downloaded [10740/11672]
43256007 downloaded [10509/11672]
99274184 downloaded [9647/11672]
10040267 downloaded [10760/11672]
28868394 downloaded [10704/11672]
22420202 downloaded [10635/11672]
19280589 downloaded [10548/11672]
90488465 downloaded [10712/11672]
78661339 downloaded [10722/11672]
98787535 downloaded [10811/11672]
55226153 downloaded [10553/11672]
19301729 downloaded [10710/11672]
64116319 downloaded [10697/11672]
25725326 downloaded [10763/11672]
99634927 downloaded [9679/11672]
70219023 downloaded [10594/11672]
9205573 downloaded [10605/11672]
14816857 downloaded [10701/11672]
94395649 downloaded [10698/11672]
79169622 downloaded [10656/11672]
42166000 downloaded [10686/11672]
99877698 downloaded [9699/11672]
93896655 downloaded [10780/11672]
68468459 downloaded [10732/11672]
8836329 downloaded [10783/11672]
39111158 downloaded [9719/11672]
27993919 downloaded [10529/11672]
99518961 downloaded [9667/11672]
25607552 downloaded [10724/11672]
46435376 downloaded [10568/11672]
67314110 downloaded [10625/11672]
2964201 downloaded [9739/11672]
75220074 downloaded [10730/11672]
99721536 downloaded [9687/11672]
8200556 downloaded [10831/11672]
101105012 downloaded [10655/11672]
73304257 downloaded [10742/11672]
29601381 downloaded [10614/11672]
4019153 downloaded [10676/11672]
53184342 downloaded [10718/11672]
48649353 downloaded [9759/11672]
90835938 downloaded [10721/11672]
66407907 downloaded [10706/11672]
84425220 downloaded [10717/11672]
30829071 downloaded [10752/11672]
92586237 downloaded [10800/11672]
33026283 downloaded [10573/11672]
89617515 downloaded [10803/11672]
99937842 downloaded [9707/11672]
88234821 downloaded [10851/11672]
34755994 downloaded [10588/11672]
